training	image REDACTED role performance truly	14	image_1	role_1	Empty	could_AUX	not_PART	image_NOUN	in_ADP	a_DET	serious_ADJ	role_NOUN
testing	remaining cavers women wake Betty REDACTED attire start trying find way	5	cavers_1	women_1	somewhere_ADV	in_ADP	Betty_PROPN	and_CCONJ	attire_NOUN	and_CCONJ	start_VERB	trying_VERB
testing	scene REDACTED procreating inside house battle rages outside stupid words	7	scene_1	battle_1	Empty	Empty	scene_NOUN	where_SCONJ	is_AUX	procreating_VERB	inside_ADP	the_DET
testing	REDACTED hack avoid burn	14	hack_1	avoid_1	Empty	Empty	Empty	Empty	is_AUX	a_DET	hack_NOUN	avoid_VERB
testing	best scene movie REDACTED trying find song keeps running head	7	scene_1	movie_1	the_DET	movie_NOUN	was_AUX	when_SCONJ	is_AUX	trying_VERB	to_PART	find_VERB
training	  soundtrack torturous featuring REDACTED belting weakest blather film	7	soundtrack_1	blather_1	soundtrack_NOUN	is_AUX	torturous_ADJ	featuring_VERB	belting_VERB	out_ADP	some_PRON	of_ADP
training	  REDACTED continues episode season premiere kept good pace things float things interesting	11	things_2	episode_1	Empty	Empty	Empty	If_SCONJ	continues_VERB	with_ADP	this_DET	episode_NOUN
training	  m glad REDACTED directing weeks episode ll better m glad got Syaid episode direct m curious pull time Stephen Williams directed Syaid episodes	11	episode_2	weeks_1	Empty	I_PRON	m_VERB	glad_ADJ	is_AUX	directing_VERB	next_ADJ	weeks_NOUN
training	  m glad Jack Bender directing weeks episode ll better m glad got Syaid episode direct m curious pull time REDACTED directed Syaid episodes	16	episode_2	weeks_1	off_ADP	this_DET	time_NOUN	since_SCONJ	had_AUX	directed_VERB	too_ADV	many_ADJ
training	  REDACTED deserved win Best Supporting Actor D S favorite line movie hit spot D S	14	win_1	Actor_1	Empty	Empty	Empty	Empty	deserved_VERB	to_PART	win_VERB	Best_PROPN
training	  thought d impossible REDACTED book turned film worse EXIT EDEN FEAST SAINTS makes mess look like critical hit	9	thought_1	book_1	be_AUX	impossible_ADJ	for_SCONJ	any_DET	book_NOUN	turned_VERB	film_NOUN	to_PART
training	  REDACTED Flynn teamed afterward Died Boots reunited Olivia de Havilland Flynns romantic interest time	5	Boots_1	interest_1	Empty	Empty	Empty	Empty	and_CCONJ	Flynn_PROPN	teamed_VERB	in_ADP
training	  Walsh REDACTED teamed afterward Died Boots reunited Olivia de Havilland Flynns romantic interest time	5	Boots_1	interest_1	Empty	Empty	Walsh_PROPN	and_CCONJ	teamed_VERB	in_ADP	quite_ADV	often_ADV
training	  Avid fight Custer encounters future wife REDACTED Libby Bacon Olivia de Havilland Santa Fe Trail pledge despite Mr	9	fight_1	wife_1	encounters_VERB	his_PRON	future_ADJ	wife_NOUN	Libby_PROPN	Bacon_PROPN	Olivia_PROPN	de_PROPN
training	  General REDACTED John Litel Sons Katie Elder prepared dismiss Custer West Point conduct unbecoming	13	 _2	General_1	Empty	Empty	Empty	General_PROPN	John_PROPN	Litel_PROPN	of_ADP	The_DET
training	  Custer befriends rotund Lieutenant General REDACTED Sidney Greenstreet Maltese Falcon share appetite creamed Bermuda onions Custers characteristics	14	share_1	appetite_1	befriends_VERB	rotund_ADJ	Lieutenant_PROPN	General_PROPN	Sidney_PROPN	Greenstreet_PROPN	of_ADP	The_DET
training	  Confederate General REDACTED threatens Union Army Battle Gettysburg Pennsylvania Scott shocked chance South triumph	10	chance_1	triumph_1	Empty	When_SCONJ	Confederate_PROPN	General_PROPN	threatens_VERB	the_DET	Union_PROPN	Army_PROPN
training	  Confederate General Jeb Stuart threatens Union Army Battle Gettysburg Pennsylvania REDACTED shocked chance South triumph	5	chance_1	triumph_1	of_ADP	Gettysburg_PROPN	in_ADP	Pennsylvania_PROPN	is_AUX	shocked_VERB	by_ADP	the_DET
training	  Eventually REDACTED intercedes behalf General Sheridan command army gets active duty commander th Cavalry	5	behalf_1	command_1	Empty	Empty	Empty	Eventually_ADV	intercedes_VERB	on_ADP	his_PRON	behalf_NOUN
training	  Died Boots benefits notch REDACTED score incorporates regimental tune Gary Owen	11	Boots_1	benefits_1	from_ADP	a_DET	top_ADJ	notch_ADJ	score_NOUN	that_PRON	incorporates_VERB	the_DET
training	  brighter note managed successfully degrees REDACTED movie think worthwhile watching minutes	11	note_1	movie_1	do_VERB	the_DET	degrees_NOUN	of_ADP	from_ADP	this_DET	movie_NOUN	so_ADV
training	  target new Gundam built exclusively Newtypes supposedly built REDACTED original Gundam saga inside	9	target_1	saga_1	Newtypes_PROPN	supposedly_ADV	built_VERB	for_ADP	from_ADP	the_DET	original_ADJ	Gundam_PROPN
training	  REDACTED acts father figure Al real father working taken Federation pilot Christina McKenzie eventually meet	6	father_2	figure_1	Empty	Through_ADP	the_DET	show_NOUN	acts_VERB	as_ADP	a_DET	father_NOUN
training	REDACTED simply superb Mama Rose	12	 _1	simply_1	Empty	Empty	Empty	Empty	is_AUX	simply_ADV	superb_ADJ	as_ADP
training	REDACTED plays Mike sexually frustrated individual interesting moral attitude sexuality	15	attitude_1	sexuality_1	Empty	Empty	Empty	Empty	plays_VERB	Mike_PROPN	a_DET	sexually_ADV
training	  actors fine particularly REDACTED Tessie	18	actors_1	Tessie_1	are_AUX	also_ADV	fine_ADJ	particularly_ADV	as_ADP	Tessie_PROPN	Empty	Empty
training	  clipping years old refers REDACTED Boer War Neville current crisis	15	years_1	crisis_1	and_CCONJ	it_PRON	refers_VERB	to_ADP	and_CCONJ	the_DET	Boer_PROPN	War_PROPN
training	  REDACTED making mistake	11	mistake_2	  _1	Empty	I_PRON	can_AUX	see_VERB	making_VERB	the_DET	same_ADJ	mistake_NOUN
training	  unhinged French production stew perplexedly unfocused ideas random plot illustrations centred charismatic stars somewhat anti heroes REDACTED Charles Bronson	11	production_1	stew_1	if_SCONJ	somewhat_ADV	anti_ADJ	heroes_NOUN	and_CCONJ	Charles_PROPN	Bronson_PROPN	Empty
training	  REDACTED chalks attitude Inspector knows s going led	15	chalks_1	attitude_1	Empty	Empty	Empty	Empty	chalks_NOUN	up_ADP	the_DET	attitude_NOUN
training	  REDACTED forever remembered greatest football players play game	9	football_1	players_1	Empty	Empty	Empty	Empty	will_AUX	be_AUX	forever_ADV	remembered_VERB
training	  sure REDACTED	10	 _1	sure_1	am_AUX	not_PART	sure_ADJ	who_PRON	was_AUX	Empty	Empty	Empty
training	kept waiting Lee Marvin REDACTED Charles Bronson pop save face left film	13	save_1	face_1	waiting_VERB	for_SCONJ	Lee_PROPN	Marvin_PROPN	or_CCONJ	Charles_PROPN	Bronson_PROPN	to_PART
training	kept waiting Lee Marvin William Holden REDACTED pop save face left film	14	pop_1	save_1	Marvin_PROPN	William_PROPN	Holden_PROPN	or_CCONJ	to_PART	pop_VERB	in_ADV	to_PART
training	apolitical musicians Eva Liv Ullmann REDACTED Max von Sydow married seven years live small farm remote island escape civil war continent	12	musicians_1	years_1	Eva_PROPN	Liv_PROPN	Ullmann_PROPN	and_CCONJ	Max_PROPN	von_PROPN	Sydow_PROPN	have_AUX
training	  Colonel REDACTED Gunnar Bj rnstrand stalks Eva Jan changes behavior brutal man love affection feel change hatred indifference	6	rnstrand_1	behavior_1	Empty	Empty	When_SCONJ	Colonel_PROPN	Gunnar_PROPN	Bj_PROPN	rnstrand_NOUN	stalks_VERB
training	  REDACTED Lester Vail poor mans Johnny Mack Brown offers right thing marry spent night Bonnie declared abandon wants love approval starts character deciding job	11	thing_1	night_1	Empty	Empty	Empty	After_SCONJ	Lester_PROPN	Vail_PROPN	a_DET	poor_ADJ
training	  thrilled soon realises bootlegging mixed cold blooded killer REDACTED Clark Gable	9	killer_2	 _2	with_ADP	cold_ADJ	blooded_ADJ	killer_NOUN	Clark_PROPN	Gable_PROPN	Empty	Empty
training	  forced kill REDACTED wards goes hiding	4	wards_2	 _2	then_ADV	forced_VERB	to_PART	kill_VERB	and_CCONJ	after_ADP	wards_NOUN	he_PRON
training	  paper pulls stops effort find Berts killer sends REDACTED undercover dancer Jakes clubs	6	paper_1	stops_1	Berts_PROPN	killer_NOUN	and_CCONJ	sends_VERB	undercover_ADJ	as_ADP	a_DET	dancer_NOUN
training	  REDACTED huge career started teenager Douglas Fairbanks film mid s	16	career_1	teenager_1	Empty	Empty	Empty	Empty	had_VERB	a_DET	huge_ADJ	career_NOUN
training	  William Bakewell huge career started teenager REDACTED film mid s	17	career_1	teenager_1	a_DET	teenager_NOUN	in_ADP	a_DET	film_NOUN	in_ADP	the_DET	mid_NOUN
training	  film played weak brother completely shadowed REDACTED dynamic newcomer Clark Gable maybe star	13	film_1	brother_1	completely_ADV	over_ADP	shadowed_VERB	by_ADP	and_CCONJ	the_DET	dynamic_ADJ	newcomer_NOUN
training	  film played weak brother completely shadowed Joan Crawford dynamic newcomer REDACTED maybe star	11	film_1	brother_1	and_CCONJ	the_DET	dynamic_ADJ	newcomer_NOUN	maybe_ADV	that_PRON	was_AUX	why_SCONJ
training	  REDACTED gotten Oscar nomination multi dimensional performance doubt	12	nomination_1	performance_1	Empty	Empty	Empty	Still_ADV	should_AUX	have_AUX	gotten_VERB	an_DET
training	  hilarious scenes REDACTED extremely sexy film entertains	12	scenes_1	film_1	There_PRON	are_VERB	hilarious_ADJ	scenes_NOUN	is_AUX	extremely_ADV	sexy_ADJ	and_CCONJ
training	  TV veteran REDACTED star Enter Dragon beauty Ahna Capri girlfriend	15	TV_1	veteran_1	Empty	Empty	TV_NOUN	veteran_NOUN	is_AUX	the_DET	star_NOUN	and_CCONJ
training	  TV veteran Charles Bateman star Enter Dragon beauty REDACTED girlfriend	10	TV_1	veteran_1	Enter_VERB	the_DET	Dragon_PROPN	beauty_NOUN	is_AUX	his_PRON	girlfriend_NOUN	Empty
training	  REDACTED Roses new hubby secretly working unctuous Allison Hayes yes foot woman	12	Roses_1	hubby_1	Empty	Empty	Empty	Empty	is_AUX	Roses_PROPN	new_ADJ	hubby_NOUN
training	  John Ireland Roses new hubby secretly working unctuous REDACTED yes foot woman	13	hubby_1	yes_1	secretly_ADV	working_VERB	for_ADP	unctuous_ADJ	yes_INTJ	the_DET	foot_NOUN	woman_NOUN
training	  usual REDACTED brilliant job avoids unbelievable stunts	12	job_1	stunts_1	Empty	Empty	As_ADP	usual_ADJ	did_VERB	a_DET	brilliant_ADJ	job_NOUN
training	  REDACTED Dante	11	  _1	Dante_1	Empty	Empty	So_ADV	does_AUX	and_CCONJ	Dante_PROPN	Empty	Empty
training	  REDACTED clearly sleepwalking performance trying	10	performance_2	  _1	Empty	Empty	Empty	Empty	was_AUX	clearly_ADV	just_ADV	sleepwalking_VERB
training	  REDACTED best limited role needs pick better scripts	15	role_1	needs_1	Empty	Empty	Empty	Empty	did_VERB	the_DET	best_ADJ	she_PRON
training	  Truly great shows funny repeated viewings like REDACTED gets accidentally hypnotized Dick Van Dyke Lucy Ethel work candy factory	3	viewings_1	work_1	like_ADP	the_DET	one_NOUN	where_SCONJ	gets_AUX	accidentally_ADV	hypnotized_VERB	on_ADP
training	  let know m huge fan REDACTED Steve Carell expectations going	9	fan_1	expectations_1	huge_ADJ	fan_NOUN	of_ADP	either_CCONJ	or_CCONJ	Steve_PROPN	Carell_PROPN	so_ADV
validation	  REDACTED complex diverging role moments awe inspiring acting	14	role_1	moments_1	Empty	Empty	Empty	Empty	has_VERB	a_DET	complex_ADJ	diverging_VERB
validation	  kind shame REDACTED went typecast tough guy rest career film evidenced capable	10	shame_1	guy_1	of_ADV	a_DET	shame_NOUN	that_PRON	went_VERB	on_ADP	to_PART	be_AUX
validation	  fact pile garbage capped REDACTED bending boss taking pants everybody makes movie worse	14	fact_1	pile_1	is_AUX	capped_VERB	off_ADP	with_ADP	bending_VERB	his_PRON	boss_NOUN	over_ADP
validation	REDACTED John Lynch talented actors film probably worse actually	19	actors_1	film_1	Empty	Empty	Empty	Empty	and_CCONJ	John_PROPN	Lynch_PROPN	were_AUX
validation	Jacqueline McKenzie REDACTED talented actors film probably worse actually	10	actors_1	film_1	Empty	Jacqueline_PROPN	McKenzie_PROPN	and_CCONJ	were_AUX	not_PART	such_ADJ	talented_ADJ
validation	REDACTED traveled future Brazil tell story virus s destroying human race	13	tell_1	story_1	Empty	Empty	Empty	Empty	traveled_VERB	again_ADV	to_ADP	the_DET
validation	  cast REDACTED beautiful Madeleine Stowe happened OK Brad Pitt annoying plays roles hand results forced s credible	12	roles_1	hand_1	As_ADP	for_ADP	the_DET	cast_NOUN	and_CCONJ	the_DET	beautiful_ADJ	Madeleine_PROPN
validation	  cast Bruce Willis beautiful REDACTED happened OK Brad Pitt annoying plays roles hand results forced s credible	15	roles_1	hand_1	Willis_PROPN	and_CCONJ	the_DET	beautiful_ADJ	whatever_PRON	happened_VERB	to_ADP	her_PRON
validation	  cast Bruce Willis beautiful Madeleine Stowe happened OK REDACTED annoying plays roles hand results forced s credible	9	roles_1	hand_1	are_AUX	just_ADV	OK_ADJ	but_CCONJ	is_AUX	so_ADV	annoying_ADJ	whenever_SCONJ
validation	  REDACTED Tito ending getting shot killed	6	  _1	Tito_1	Empty	Empty	Empty	Empty	and_CCONJ	Tito_PROPN	ending_VERB	up_ADP
validation	  Santos REDACTED ending getting shot killed	4	shot_2	 _2	Empty	Empty	Santos_PROPN	and_CCONJ	ending_VERB	up_ADP	getting_VERB	shot_VERB
validation	  REDACTED puts funny appearance Helen ex secretary driven insane old boss makes harassing phone calls basement holding flashlight face	16	appearance_1	ex_1	Empty	Empty	Empty	Empty	puts_VERB	in_ADP	a_DET	very_ADV
validation	  Patricia Scanlon puts funny appearance REDACTED ex secretary driven insane old boss makes harassing phone calls basement holding flashlight face	5	appearance_1	secretary_1	very_ADV	funny_ADJ	appearance_NOUN	as_SCONJ	the_DET	ex_NOUN	secretary_NOUN	who_PRON
validation	REDACTED good wrestling moves proves best wrestler match	10	wrestling_1	moves_1	Empty	Empty	Empty	Empty	did_VERB	some_DET	really_ADV	good_ADJ
validation	  Good match surprising heat REDACTED face match	11	match_2	heat_1	match_NOUN	surprising_ADJ	heat_NOUN	for_ADP	who_PRON	was_AUX	the_DET	face_NOUN
validation	Disappointing film REDACTED hunter goes Germany assassinate Hitler	14	film_1	hunter_1	Empty	Empty	film_NOUN	with_ADP	as_ADP	a_DET	hunter_NOUN	who_PRON
validation	  Pidgeon pursued England evil REDACTED cohort John Carradine speaks little embodiment wickedness personified	14	cohort_1	embodiment_1	England_PROPN	by_ADP	the_DET	evil_ADJ	and_CCONJ	his_PRON	cohort_NOUN	John_PROPN
validation	  REDACTED great actor proves Oliver actors actresses especially Ron Moody Shani Wallis equally wonderful offer powerful portrayals characters evoke sympathy warmth caricatures	11	actor_1	actors_1	Empty	Empty	Empty	Empty	was_AUX	a_DET	great_ADJ	actor_NOUN
validation	  Oliver Reed great actor proves Oliver actors actresses especially REDACTED Shani Wallis equally wonderful offer powerful portrayals characters evoke sympathy warmth caricatures	9	actor_1	actors_1	actors_NOUN	and_CCONJ	actresses_NOUN	especially_ADV	and_CCONJ	Shani_PROPN	Wallis_PROPN	are_AUX
validation	  Acting wise REDACTED good conveys portraying decade younger teenager words	14	decade_1	teenager_1	Empty	Empty	Acting_ADJ	wise_ADJ	is_AUX	really_ADV	good_ADJ	and_CCONJ
validation	REDACTED starred British produced genre adventures got worst lot	12	genre_1	adventures_1	Empty	Empty	Empty	Empty	has_AUX	starred_VERB	in_ADP	a_DET
validation	  Hank REDACTED Jos kid cared like brat	3	kid_1	brat_1	Empty	Since_SCONJ	Hank_PROPN	was_AUX	and_CCONJ	Jos_PROPN	kid_NOUN	I_PRON
validation	  Jud feels REDACTED ready death cat suggests Louis follow path past pet cemetery	5	death_1	cat_1	Empty	Jud_PROPN	feels_VERB	that_SCONJ	is_AUX	not_PART	ready_ADJ	for_ADP
validation	  Jud feels Ellen ready death cat suggests REDACTED follow path past pet cemetery	5	death_1	cat_1	cat_NOUN	so_SCONJ	he_PRON	suggests_VERB	follow_VERB	him_PRON	further_ADV	up_ADP
validation	  talented REDACTED lot movies	13	lot_1	movies_1	Empty	Empty	The_DET	talented_ADJ	should_AUX	have_AUX	been_AUX	in_ADP
validation	  found REDACTED Little Indians type movie knew treat	12	type_1	movie_1	I_PRON	found_VERB	out_ADP	that_SCONJ	was_AUX	doing_VERB	a_DET	Ten_NUM
validation	REDACTED stated Tess Skinner favorite movie role	13	movie_1	role_1	Empty	Empty	Empty	Empty	often_ADV	stated_VERB	that_SCONJ	Tess_PROPN
validation	  said played twice version produced purchase rights REDACTED credit films main title card	12	version_1	purchase_1	purchase_VERB	the_DET	rights_NOUN	from_ADP	but_CCONJ	even_ADV	give_VERB	him_PRON
validation	  married REDACTED retired devote life completely husband children	12	life_1	husband_1	Empty	Empty	She_PRON	married_VERB	in_ADP	and_CCONJ	retired_VERB	in_ADP
validation	  REDACTED Richard Denning brought life film lift film category enjoyed film Richard Dennings acting career began	12	film_3	life_1	Empty	Empty	Empty	Empty	and_CCONJ	Richard_PROPN	Denning_PROPN	brought_VERB
validation	  Mike Connors REDACTED brought life film lift film category enjoyed film REDACTED Dennings acting career began	22	film_3	life_1	Empty	Mike_PROPN	Connors_PROPN	and_CCONJ	brought_VERB	some_DET	life_NOUN	to_ADP
testing	  Strangely fact comes end Sallys brother REDACTED understandbly furious blase announcement carrying Jeffersons child	5	fact_1	brother_1	end_NOUN	when_SCONJ	Sallys_PROPN	brother_NOUN	is_AUX	understandbly_ADV	furious_ADJ	at_ADP
testing	  REDACTED equally blase told Sally carrying child patronizingly tells shed far better protection free living France brother	9	child_1	protection_1	Empty	Empty	Empty	Empty	is_AUX	equally_ADV	blase_ADJ	when_SCONJ
testing	  REDACTED funny Finkel Byers English butler	9	butler_2	  _1	Empty	Empty	Empty	Empty	is_AUX	very_ADV	funny_ADJ	as_ADP
testing	REDACTED American matinee idol anymore pretty good taste B movie projects	12	matinee_1	idol_1	Empty	Empty	Empty	Empty	may_AUX	not_PART	be_AUX	an_DET
testing	Delightful Disney film REDACTED fine form middle age spinster interest turns witchcraft World War England	15	film_1	form_1	Empty	Disney_PROPN	film_NOUN	with_ADP	in_ADP	fine_ADJ	form_NOUN	as_ADP
testing	  bad Tessie OShea Roddy McDowall REDACTED given little endearing film	9	film_2	 _2	OShea_PROPN	Roddy_PROPN	McDowall_PROPN	and_CCONJ	are_AUX	given_VERB	so_ADV	little_ADJ
testing	  Starring Hollywoods biggest heavyweights REDACTED Brad Pitt films stylish aesthetic gothic mise en scene captured audience	10	heavyweights_1	mise_1	Hollywoods_PROPN	biggest_ADJ	heavyweights_NOUN	in_ADP	and_CCONJ	Brad_PROPN	Pitt_PROPN	the_DET
testing	  Nancy beaten death Bullseye narrowly escapes drowning REDACTED gets faithfully graphic come uppance	10	death_1	uppance_1	narrowly_ADV	escapes_VERB	drowning_VERB	and_CCONJ	gets_VERB	a_DET	faithfully_ADV	graphic_ADJ
testing	  REDACTED beaten death Bullseye narrowly escapes drowning Bill Sykes gets faithfully graphic come uppance	5	death_1	uppance_1	Empty	Empty	Empty	Empty	is_AUX	still_ADV	beaten_VERB	to_ADP
testing	  REDACTED Jonas Gwangwas score certainly	13	score_2	  _1	Empty	Empty	Empty	Empty	and_CCONJ	Jonas_PROPN	Gwangwas_PROPN	score_NOUN
testing	  REDACTED underrated actor pulled roles ease hard tell man acting	13	actor_1	roles_1	Empty	Empty	Empty	Empty	was_AUX	an_DET	underrated_ADJ	actor_NOUN
training	  REDACTED special favorite	13	favorite_2	  _1	Empty	Empty	Empty	Empty	is_AUX	a_DET	special_ADJ	favorite_NOUN
training	REDACTED true pioneer modern riot grrrl movement confusion curiosity wit main attributes occasionally angry	4	pioneer_1	riot_1	Empty	Empty	Empty	Empty	is_AUX	the_DET	true_ADJ	pioneer_NOUN
